"""name""","""experience""","""domains""","""feedback""","""languages""","""jurisdiction""","""charge""","""disposal_days""","""firm""","""location""","""pro bono""","""demographics""","""gender"""
"""Urvi Boase""","""12""","""Criminal Law Constitutional Law Intellectual Property Law""","""2.0""","""assamese, kannada, telugu""","""District Court""","""123.7641179211252""","""102.691777039439""","""Bhalla""","""Delhi""","""yes""","""Individuals""","""male"""
"""Hridaan Sur""","""5""","""Real Estate Law Corporate Law Consumer Protection Law""","""4.0""","""gujarati, hindi, malayalam""","""Specialized Court""","""221.63396445640555""","""88.44805815229614""","""Jani""","""Delhi""","""no""","""Small Businesses""","""male"""
"""Taran Kaul""","""6""","""Real Estate Law Human Rights Law Environmental Law""","""1.0""","""bengali, marathi, odia""","""High Court""","""113.39087177788758""","""82.65644029453992""","""Keer Inc""","""Mumbai""","""yes""","""Small Businesses""","""male"""
"""Sana Varughese""","""26""","""Civil Law Labor Law Labor Law""","""3.0""","""malayalam, punjabi, urdu""","""Supreme Court""","""331.2246966835244""","""90.62843881731416""","""Bassi-Saraf""","""Delhi""","""yes""","""Large Corporations""","""male"""
"""Adira Bumb""","""22""","""Constitutional Law Human Rights Law Medical Law""","""2.0""","""assamese, punjabi""","""Supreme Court""","""377.9917292698681""","""129.55003712918383""","""Karan""","""Mumbai""","""yes""","""Individuals""","""female"""
"""Rhea Shroff""","""4""","""Criminal Law Family Law Media Entertainment Law""","""2.0""","""assamese, odia, telugu""","""Supreme Court""","""469.36072966885513""","""107.30254274672316""","""Borde-Bassi""","""Kolkata""","""yes""","""Individuals""","""female"""
"""Dishani Khanna""","""19""","""Immigration Law Family Law Constitutional Law""","""2.0""","""bengali, marathi, tamil""","""Supreme Court""","""175.4923668174342""","""107.4386050228176""","""Behl-Bhatti""","""Bangalore""","""no""","""Small Businesses""","""female"""
"""Renee Gole""","""20""","""Civil Law Consumer Protection Law Consumer Protection Law""","""4.0""","""gujarati, kannada, marathi""","""District Court""","""477.5950426394436""","""96.53319478488548""","""Karnik LLC""","""Delhi""","""yes""","""Large Corporations""","""female"""
"""Siya Issac""","""1""","""Consumer Protection Law Human Rights Law Medical Law""","""1.0""","""gujarati, hindi, urdu""","""High Court""","""78.46820231930366""","""92.4972790886572""","""Bera and Sons""","""Kolkata""","""yes""","""Small Businesses""","""male"""
"""Rohan Rana""","""20""","""Real Estate Law Medical Law Constitutional Law""","""""","""gujarati, hindi, odia""","""High Court""","""321.35623851406467""","""""","""Khosla-Krishnan""","""Delhi""","""no""","""Small Businesses""","""male"""
"""Dishani Jhaveri""","""17""","""Human Rights Law Consumer Protection Law Civil Law""","""1.0""","""hindi, punjabi, urdu""","""Specialized Court""","""75.70972370449849""","""79.81529480305302""","""Setty""","""Chennai""","""no""","""Large Corporations""","""female"""
"""Saksham Balan""","""12""","""Real Estate Law Civil Law Banking Finance Law""","""4.0""","""assamese, malayalam, urdu""","""District Court""","""452.1983844928752""","""82.79138380196288""","""Vaidya""","""Mumbai""","""no""","""Individuals""","""male"""
"""Jayant Soman""","""15""","""Real Estate Law Consumer Protection Law Human Rights Law""","""2.0""","""bengali, marathi, odia""","""Supreme Court""","""288.4140756815243""","""61.87661903928701""","""Brar Ltd""","""Mumbai""","""no""","""Individuals""","""male"""
"""Fateh Kohli""","""1""","""Consumer Protection Law Tax Law Labor Law""","""3.0""","""bengali, urdu""","""High Court""","""351.20675784325823""","""72.6387631467685""","""Sachdeva-Mahajan""","""Kolkata""","""no""","""Individuals""","""female"""
"""Onkar Bhattacharyya""","""26""","""Intellectual Property Law Real Estate Law Medical Law""","""2.0""","""hindi, tamil, telugu""","""High Court""","""424.20826665970367""","""60.28745293616049""","""Salvi Ltd""","""Chennai""","""no""","""Large Corporations""","""male"""
"""Keya Dhawan""","""14""","""Civil Law Tax Law Family Law""","""5.0""","""gujarati, telugu""","""District Court""","""117.63978011778596""","""89.42514246453942""","""Sathe Ltd""","""Bangalore""","""yes""","""Large Corporations""","""female"""
"""Kismat Banerjee""","""6""","""Family Law Constitutional Law Corporate Law""","""3.0""","""gujarati, telugu, urdu""","""Specialized Court""","""67.36620287216023""","""102.28148956273223""","""Jha-Tak""","""Chennai""","""yes""","""Large Corporations""","""male"""
"""Farhan Ramanathan""","""5""","""Medical Law Labor Law Tax Law""","""2.0""","""assamese, odia, telugu""","""Specialized Court""","""445.4965156607835""","""106.60161777936491""","""Biswas""","""Chennai""","""no""","""Large Corporations""","""male"""
"""Pranay Tak""","""11""","""Immigration Law Civil Law Constitutional Law""","""3.0""","""bengali, telugu""","""Supreme Court""","""191.71995235651963""","""96.2217669311886""","""Sankaran-Agarwal""","""Hyderabad""","""yes""","""Large Corporations""","""male"""
"""Chirag Kapadia""","""4""","""Real Estate Law Immigration Law Banking Finance Law""","""""","""gujarati, hindi, marathi""","""Specialized Court""","""108.04050856722438""","""""","""Ben-Khosla""","""Bangalore""","""no""","""Small Businesses""","""female"""
"""Prisha Sibal""","""13""","""Medical Law Constitutional Law Intellectual Property Law""","""4.0""","""assamese, gujarati""","""High Court""","""260.8075566891889""","""61.01902262220061""","""Kumer LLC""","""Bangalore""","""yes""","""Individuals""","""female"""
"""Dhruv Mani""","""11""","""Banking Finance Law Media Entertainment Law Tax Law""","""2.0""","""marathi, tamil""","""Specialized Court""","""319.23773406320845""","""63.64696950897747""","""Hari Group""","""Chennai""","""no""","""Large Corporations""","""male"""
"""Baiju Golla""","""3""","""Media Entertainment Law Real Estate Law Labor Law""","""5.0""","""kannada, odia, punjabi""","""Supreme Court""","""63.93677154012956""","""70.96526134118253""","""Balakrishnan""","""Delhi""","""no""","""Individuals""","""female"""
"""Riya Loyal""","""1""","""Human Rights Law Family Law Tax Law""","""1.0""","""bengali, marathi, punjabi""","""High Court""","""173.70304621568948""","""76.66710452946488""","""Rastogi""","""Hyderabad""","""yes""","""Large Corporations""","""female"""
"""Myra Sankaran""","""6""","""Corporate Law Environmental Law Real Estate Law""","""2.0""","""gujarati, kannada, tamil""","""Specialized Court""","""64.75994342460321""","""87.60377253012621""","""Tank""","""Delhi""","""no""","""Individuals""","""male"""
"""Dhruv Raman""","""18""","""Civil Law Medical Law Media Entertainment Law""","""1.0""","""assamese, hindi, odia""","""Specialized Court""","""239.15092513797453""","""74.78753672809547""","""Chokshi-Char""","""Chennai""","""yes""","""Small Businesses""","""male"""
"""Tarini Balay""","""24""","""Environmental Law Media Entertainment Law Constitutional Law""","""5.0""","""hindi, kannada, odia""","""District Court""","""452.79501307981""","""95.08463840502392""","""Kakar and Sons""","""Delhi""","""no""","""Individuals""","""female"""
"""Aarush Kakar""","""10""","""Consumer Protection Law Consumer Protection Law Tax Law""","""2.0""","""odia, tamil, urdu""","""Supreme Court""","""492.1935851721061""","""86.51589745800791""","""Barad Inc""","""Bangalore""","""no""","""Individuals""","""female"""
"""Rati Bhakta""","""5""","""Intellectual Property Law Intellectual Property Law Corporate Law""","""5.0""","""assamese, punjabi, urdu""","""Specialized Court""","""336.6713990766324""","""90.15818567611538""","""Doshi Inc""","""Bangalore""","""yes""","""Large Corporations""","""female"""
"""Kashvi Bali""","""23""","""Banking Finance Law Labor Law Corporate Law""","""""","""bengali, hindi, tamil""","""District Court""","""122.73696220306633""","""""","""Shere-Lanka""","""Delhi""","""no""","""Individuals""","""female"""
"""Prisha Thaman""","""10""","""Civil Law Criminal Law Constitutional Law""","""5.0""","""bengali, gujarati, hindi""","""High Court""","""457.6322254996876""","""72.29652398699444""","""Deshmukh Ltd""","""Bangalore""","""yes""","""Small Businesses""","""female"""
"""Kaira Madan""","""12""","""Immigration Law Environmental Law Immigration Law""","""3.0""","""hindi, malayalam, odia""","""District Court""","""282.3115204400272""","""96.28056867438552""","""Mani LLC""","""Mumbai""","""yes""","""Small Businesses""","""female"""
"""Damini Raju""","""2""","""Human Rights Law Tax Law Corporate Law""","""2.0""","""gujarati, marathi, tamil""","""District Court""","""119.18719044631314""","""89.7904015728589""","""Bumb-Buch""","""Bangalore""","""yes""","""Small Businesses""","""female"""
"""Jhanvi Bava""","""13""","""Intellectual Property Law Consumer Protection Law Tax Law""","""3.0""","""bengali, malayalam, marathi""","""Specialized Court""","""464.7770012532476""","""84.99770578545457""","""Sant and Sons""","""Chennai""","""yes""","""Large Corporations""","""male"""
"""Hrishita Toor""","""8""","""Immigration Law Civil Law Environmental Law""","""2.0""","""bengali, kannada, malayalam""","""Specialized Court""","""390.8610728253964""","""103.2788448129894""","""Khurana Ltd""","""Kolkata""","""yes""","""Large Corporations""","""female"""
"""Shanaya Dasgupta""","""2""","""Banking Finance Law Tax Law Media Entertainment Law""","""2.0""","""bengali, tamil, telugu""","""Specialized Court""","""379.2673727254182""","""103.18521231835513""","""Dube Group""","""Delhi""","""no""","""Large Corporations""","""male"""
"""Anvi Chander""","""20""","""Civil Law Labor Law Criminal Law""","""4.0""","""punjabi, telugu""","""District Court""","""369.1313167074821""","""75.80263806017358""","""Majumdar-Chokshi""","""Hyderabad""","""no""","""Large Corporations""","""male"""
"""Rati Bhasin""","""1""","""Family Law Tax Law Medical Law""","""2.0""","""assamese, odia, tamil""","""High Court""","""140.15291949339905""","""87.26759124213113""","""Vyas PLC""","""Delhi""","""yes""","""Large Corporations""","""female"""
"""Eshani Tata""","""5""","""Banking Finance Law Labor Law Corporate Law""","""3.0""","""hindi, telugu""","""Supreme Court""","""144.95301126838672""","""94.21817523876098""","""Varghese Ltd""","""Bangalore""","""no""","""Small Businesses""","""female"""
"""Vritika Kar""","""9""","""Environmental Law Tax Law Consumer Protection Law""","""""","""hindi, odia, tamil""","""District Court""","""359.7318492922648""","""""","""Kalita-Jain""","""Bangalore""","""yes""","""Individuals""","""female"""
"""Aniruddh Sule""","""17""","""Immigration Law Environmental Law Labor Law""","""4.0""","""assamese, kannada, tamil""","""Specialized Court""","""148.87523754967862""","""98.77531998431698""","""Rao""","""Kolkata""","""no""","""Small Businesses""","""male"""
"""Nehmat Ramaswamy""","""9""","""Intellectual Property Law Human Rights Law Immigration Law""","""2.0""","""kannada, tamil""","""Supreme Court""","""247.402263561372""","""94.21788026865411""","""Tiwari-Dass""","""Kolkata""","""yes""","""Large Corporations""","""male"""
"""Shamik Sama""","""11""","""Intellectual Property Law Corporate Law Consumer Protection Law""","""5.0""","""bengali, punjabi, telugu""","""High Court""","""401.9008215172736""","""117.4884186053402""","""Kala""","""Hyderabad""","""no""","""Small Businesses""","""male"""
"""Yuvraj  Venkatesh""","""15""","""Medical Law Environmental Law Tax Law""","""5.0""","""bengali, malayalam, tamil""","""Supreme Court""","""402.7786331440285""","""67.04581296105319""","""Ghosh""","""Chennai""","""yes""","""Individuals""","""male"""
"""Eshani Deshmukh""","""24""","""Immigration Law Human Rights Law Medical Law""","""4.0""","""hindi, marathi, odia""","""Specialized Court""","""253.96779763663685""","""88.16346015378903""","""Jayaraman LLC""","""Mumbai""","""no""","""Large Corporations""","""female"""
"""Amani Hans""","""6""","""Tax Law Immigration Law Family Law""","""2.0""","""assamese, malayalam, urdu""","""District Court""","""406.4854722238603""","""76.37246232731714""","""Halder""","""Chennai""","""yes""","""Small Businesses""","""female"""
"""Anya Viswanathan""","""23""","""Civil Law Constitutional Law Civil Law""","""5.0""","""malayalam, urdu""","""District Court""","""427.3798082891256""","""99.06161183158568""","""Konda""","""Hyderabad""","""yes""","""Small Businesses""","""female"""
"""Vidur Vora""","""3""","""Tax Law Constitutional Law Medical Law""","""2.0""","""bengali, punjabi, telugu""","""Specialized Court""","""344.6490880779171""","""65.74242164931684""","""Gandhi Group""","""Delhi""","""no""","""Individuals""","""male"""
"""Advik Varghese""","""17""","""Constitutional Law Real Estate Law Family Law""","""2.0""","""hindi, tamil""","""District Court""","""152.79163353878909""","""95.1946906533733""","""Ganguly PLC""","""Bangalore""","""yes""","""Large Corporations""","""male"""
"""Tanya Bera""","""5""","""Civil Law Medical Law Real Estate Law""","""""","""malayalam, punjabi""","""Specialized Court""","""173.3053011734964""","""""","""Kala-Ratti""","""Chennai""","""no""","""Large Corporations""","""female"""
"""Pranay Dhar""","""28""","""Immigration Law Medical Law Consumer Protection Law""","""4.0""","""assamese, gujarati, tamil""","""District Court""","""191.6785199339309""","""78.98757200818478""","""Guha""","""Bangalore""","""no""","""Individuals""","""male"""
"""Samiha Gokhale""","""12""","""Criminal Law Consumer Protection Law Civil Law""","""1.0""","""bengali, odia, telugu""","""District Court""","""102.5618484802784""","""68.30252694688969""","""Sethi""","""Bangalore""","""no""","""Individuals""","""female"""
"""Aarush Sibal""","""18""","""Human Rights Law Environmental Law Real Estate Law""","""5.0""","""bengali, malayalam, punjabi""","""District Court""","""172.9218291664753""","""83.02386080698491""","""Keer""","""Chennai""","""yes""","""Individuals""","""female"""
"""Mamooty Vaidya""","""14""","""Immigration Law Environmental Law Civil Law""","""5.0""","""odia, tamil""","""High Court""","""144.28365094063946""","""106.26750795436388""","""Char-Sarin""","""Chennai""","""yes""","""Individuals""","""female"""
"""Devansh Bhagat""","""21""","""Tax Law Criminal Law Media Entertainment Law""","""5.0""","""assamese, punjabi, telugu""","""High Court""","""254.89793741387095""","""89.62216974705781""","""Dhaliwal""","""Kolkata""","""yes""","""Large Corporations""","""male"""
"""Aaryahi Warrior""","""24""","""Family Law Criminal Law Civil Law""","""3.0""","""marathi, tamil, urdu""","""Specialized Court""","""458.7968965425192""","""99.41520626811712""","""Anand""","""Hyderabad""","""yes""","""Large Corporations""","""female"""
"""Prerak Gera""","""11""","""Human Rights Law Medical Law Media Entertainment Law""","""2.0""","""gujarati, kannada, odia""","""High Court""","""97.01614253928112""","""114.96962732949412""","""Kakar Group""","""Hyderabad""","""no""","""Small Businesses""","""male"""
"""Umang Kulkarni""","""9""","""Immigration Law Real Estate Law Criminal Law""","""4.0""","""malayalam, odia""","""Specialized Court""","""374.120565776328""","""93.95633377233864""","""Samra-Bhagat""","""Mumbai""","""yes""","""Small Businesses""","""male"""
